order_id,product_id,quantity,price,discount,total_price
47,84,3,3865.55,0,11596.65
47,197,3,3435.53,0,10306.59
47,34,2,3132.01,0,6264.02
48,274,1,2974.84,0.2,2379.87
49,184,2,3022.86,0.2,4836.58
49,224,2,1630.29,0.2,2608.46
50,68,3,998.72,0,2996.16
50,270,3,3310.85,0.1,8939.3
50,6,2,905.68,0.2,1449.09
50,3,3,1407.01,0.2,3376.82
50,157,1,1420.43,0,1420.43
51,258,2,3042.51,0.1,5476.52
51,144,3,2500.85,0.2,6002.04
52,209,3,4282.34,0.2,10277.62
53,257,3,4439.91,0.1,11987.76
53,200,1,456.13,0.1,410.52
53,253,3,655.15,0,1965.45
53,86,1,4925.27,0,4925.27
53,7,3,2977.47,0,8932.41
54,154,2,3505.06,0.1,6309.11
55,146,1,1738.9,0.1,1565.01
56,31,3,3542.58,0.2,8502.19
56,116,2,4729.75,0.2,7567.6
56,197,1,3435.53,0.2,2748.42
56,206,3,789.54,0.1,2131.76
57,26,3,1802.56,0,5407.68
58,32,3,3229.2,0.2,7750.08
58,108,3,3213.87,0.1,8677.45
59,233,2,3048.45,0.1,5487.21
60,273,3,4036.68,0.2,9688.03
60,201,2,3328.08,0.2,5324.93
61,46,1,3061.47,0.2,2449.18
61,248,1,1314.7,0.1,1183.23
61,135,2,1279.65,0,2559.3
62,268,1,4342.22,0.1,3908
62,82,1,716.07,0.1,644.46
62,174,3,4378.44,0,13135.32
62,114,3,2450.58,0.1,6616.57
62,175,3,797.23,0,2391.69
63,141,1,1689.08,0.1,1520.17
63,2,3,162.86,0.2,390.86
64,76,1,3589.68,0,3589.68
65,12,1,1645.78,0,1645.78
65,261,3,3503.75,0.1,9460.12
65,11,1,4126.24,0,4126.24
65,100,3,4054.92,0.1,10948.28
66,32,1,3229.2,0,3229.2
67,240,1,1075.21,0.1,967.69
68,233,1,3048.45,0.2,2438.76
69,231,3,671.34,0.2,1611.22
69,78,3,3855.59,0.2,9253.42
70,28,1,626.91,0.2,501.53
71,66,2,610.55,0.1,1098.99
72,47,1,2238.71,0.2,1790.97
72,108,3,3213.87,0.1,8677.45
72,121,1,2781.54,0.2,2225.23
73,202,2,1540.48,0.2,2464.77
73,144,2,2500.85,0.2,4001.36
73,272,2,1711.82,0,3423.64
73,271,3,4563.65,0.1,12321.85
74,127,2,4510.8,0.2,7217.28
74,60,1,4674.62,0,4674.62
74,257,3,4439.91,0,13319.73
74,95,3,1944.44,0,5833.32
74,256,3,340.75,0.2,817.8
75,88,1,555.9,0.1,500.31
75,28,1,626.91,0.2,501.53
76,164,2,816.74,0.2,1306.78
76,103,3,1726.45,0,5179.35
77,211,2,2468.4,0.2,3949.44
77,135,2,1279.65,0.1,2303.37
78,145,3,1799.29,0.2,4318.3
79,291,3,850.79,0.2,2041.9
79,89,1,130.17,0.1,117.15
79,270,1,3310.85,0.1,2979.76
79,53,1,4303.7,0.2,3442.96
79,213,2,2436.3,0.2,3898.08
80,89,3,130.17,0.2,312.41
80,259,2,2977.48,0.2,4763.97
80,120,3,2696.47,0,8089.41
80,199,3,1706.15,0,5118.45
81,205,3,1317.26,0.2,3161.42
81,12,1,1645.78,0.1,1481.2
81,153,2,4053.91,0.2,6486.26
81,207,1,4279.16,0,4279.16
82,22,3,3109.21,0,9327.63
82,299,2,2527.49,0,5054.98
82,205,1,1317.26,0.2,1053.81
82,287,2,4626.22,0.1,8327.2
82,136,3,835.08,0.1,2254.72
83,295,3,2343.7,0.2,5624.88
84,216,1,1354.53,0.2,1083.62
84,163,2,3977.99,0,7955.98
84,108,3,3213.87,0.2,7713.29
84,129,1,2531.28,0.1,2278.15
85,272,2,1711.82,0.2,2738.91
85,202,1,1540.48,0.1,1386.43
85,132,1,1515.14,0.1,1363.63
85,38,1,1830.1,0.1,1647.09
85,169,1,4666.14,0.2,3732.91
86,253,2,655.15,0,1310.3
86,296,3,693.33,0.1,1871.99
86,127,1,4510.8,0.2,3608.64
87,169,1,4666.14,0.1,4199.53
88,130,2,3052.06,0.2,4883.3
88,35,2,147.11,0,294.22
88,133,1,4617.75,0.1,4155.98
88,180,1,655.78,0.1,590.2
88,272,3,1711.82,0.1,4621.91
89,83,1,4022.4,0,4022.4
89,4,2,4485.44,0.1,8073.79
90,244,3,3623.71,0,10871.13
90,163,3,3977.99,0.1,10740.57
90,176,2,4859.23,0.2,7774.77
91,214,3,956.15,0.2,2294.76
91,5,1,4696.11,0.1,4226.5
91,248,1,1314.7,0,1314.7
91,107,1,171.93,0,171.93
92,171,3,226.42,0.2,543.41
92,272,1,1711.82,0.2,1369.46
92,3,3,1407.01,0,4221.03
92,211,1,2468.4,0,2468.4
93,123,3,823.42,0.1,2223.23
93,63,1,4344.14,0,4344.14
94,23,3,4414.98,0,13244.94
94,75,3,3915.6,0,11746.8
94,105,1,985.57,0.1,887.01
94,228,1,4818.58,0.1,4336.72
95,32,3,3229.2,0,9687.6
95,67,1,1384.47,0.2,1107.58
95,79,3,2449.85,0.2,5879.64
96,56,1,886.8,0,886.8
96,79,1,2449.85,0,2449.85
96,151,3,4406.48,0.2,10575.55
96,261,3,3503.75,0,10511.25
96,197,2,3435.53,0.2,5496.85
97,300,1,3405.97,0.1,3065.37
97,1,3,1571.14,0.1,4242.08
97,199,2,1706.15,0,3412.3
98,109,3,500.73,0.2,1201.75
99,191,1,2272.49,0.1,2045.24
100,266,2,1513.44,0.1,2724.19
100,144,1,2500.85,0,2500.85
100,293,3,3384.67,0,10154.01
100,12,3,1645.78,0.2,3949.87
101,284,3,1844.85,0,5534.55
101,253,1,655.15,0,655.15
101,90,1,183.24,0,183.24
101,267,2,4752.35,0.1,8554.23
101,231,2,671.34,0.2,1074.14
102,44,3,3885.07,0.2,9324.17
102,116,2,4729.75,0.2,7567.6
102,240,1,1075.21,0.1,967.69
102,136,3,835.08,0,2505.24
103,203,2,4122.66,0.2,6596.26
103,15,1,2876.77,0,2876.77
103,263,1,3765.62,0.2,3012.5
103,298,1,2955.32,0,2955.32
104,32,1,3229.2,0,3229.2
105,31,3,3542.58,0.2,8502.19
105,126,1,1025.69,0.2,820.55
105,147,2,1158.14,0.2,1853.02
105,282,1,3926.46,0.2,3141.17
105,26,1,1802.56,0.2,1442.05
106,245,2,4842.81,0.1,8717.06
106,109,3,500.73,0,1502.19
106,294,1,294.39,0.1,264.95
107,248,1,1314.7,0.1,1183.23
107,72,1,694.52,0,694.52
107,35,1,147.11,0,147.11
107,37,1,3070.15,0,3070.15
108,246,1,358.61,0.1,322.75
108,298,1,2955.32,0.2,2364.26
108,180,2,655.78,0.2,1049.25
108,161,2,2773.7,0.2,4437.92
109,39,1,1788.8,0.2,1431.04
109,190,3,1962.53,0,5887.59
109,170,2,2123.49,0.1,3822.28
109,194,1,2773.23,0.1,2495.91
109,45,3,2210.75,0.1,5969.03
110,128,2,4900.43,0,9800.86
110,36,3,649.16,0,1947.48
110,110,3,478.85,0,1436.55
111,29,1,708.63,0.2,566.9
111,77,1,3082.83,0,3082.83
112,194,1,2773.23,0,2773.23
112,125,1,1471.63,0,1471.63
112,22,2,3109.21,0.1,5596.58
112,107,2,171.93,0.1,309.47
113,241,3,4140.57,0.1,11179.54
114,244,3,3623.71,0,10871.13
114,112,1,2686.4,0.2,2149.12
114,20,1,670.4,0.2,536.32
115,13,1,3075.58,0.2,2460.46
115,131,2,2349.61,0.1,4229.3
115,288,2,4205.02,0.2,6728.03
116,177,2,1279.69,0.2,2047.5
116,207,1,4279.16,0,4279.16
117,8,1,1531.1,0.2,1224.88
117,155,2,2767.71,0.2,4428.34
118,286,3,3079.76,0,9239.28
118,94,3,2572.33,0,7716.99
118,1,3,1571.14,0.1,4242.08
118,9,2,2541.75,0,5083.5
119,165,3,1745.41,0,5236.23
119,251,2,148.83,0.2,238.13
119,273,3,4036.68,0.1,10899.04
120,78,3,3855.59,0.1,10410.09
120,134,2,1581.19,0.2,2529.9
121,273,3,4036.68,0.2,9688.03
121,219,3,134.79,0.1,363.93
121,213,2,2436.3,0.2,3898.08
121,3,3,1407.01,0,4221.03
122,273,2,4036.68,0,8073.36
122,197,2,3435.53,0,6871.06
122,165,1,1745.41,0.2,1396.33
122,26,2,1802.56,0.2,2884.1
123,135,2,1279.65,0,2559.3
123,85,3,4346.15,0.1,11734.6
123,217,1,1838.37,0.1,1654.53
124,217,1,1838.37,0.2,1470.7
124,234,1,1752.01,0.1,1576.81
124,199,2,1706.15,0.1,3071.07
124,123,2,823.42,0,1646.84
124,201,2,3328.08,0.1,5990.54
125,146,3,1738.9,0.2,4173.36
125,197,2,3435.53,0.2,5496.85
126,288,3,4205.02,0.2,10092.05
126,257,3,4439.91,0.1,11987.76
127,28,1,626.91,0.1,564.22
127,14,3,4246.91,0.1,11466.66
127,57,2,924.14,0.1,1663.45
127,252,3,3127.93,0.2,7507.03
128,107,3,171.93,0,515.79
128,172,1,4013.49,0.2,3210.79
128,127,3,4510.8,0,13532.4
129,180,1,655.78,0.2,524.62
129,213,3,2436.3,0.2,5847.12
129,204,2,2819.85,0,5639.7
130,148,3,2047.04,0.1,5527.01
131,136,3,835.08,0.2,2004.19
131,183,3,2480.1,0,7440.3
131,193,1,4029.85,0.1,3626.86
132,247,1,2671.22,0.2,2136.98
132,15,1,2876.77,0.1,2589.09
132,255,3,634.26,0.2,1522.22
132,244,1,3623.71,0.2,2898.97
132,148,1,2047.04,0,2047.04
133,257,3,4439.91,0.2,10655.78
133,77,3,3082.83,0,9248.49
133,83,3,4022.4,0.1,10860.48
133,142,3,2632.44,0.1,7107.59
134,284,2,1844.85,0.2,2951.76
134,117,3,2823.36,0,8470.08
134,173,1,3917.1,0.2,3133.68
135,123,3,823.42,0.2,1976.21
135,259,3,2977.48,0.2,7145.95
135,158,1,3200.7,0.1,2880.63
135,15,2,2876.77,0.1,5178.19
135,140,2,2103.47,0.2,3365.55
136,220,3,2980.59,0.2,7153.42
137,97,3,1334.43,0.1,3602.96
137,245,3,4842.81,0,14528.43
138,133,2,4617.75,0.1,8311.95
139,45,2,2210.75,0,4421.5
139,70,1,2565.16,0.2,2052.13
139,250,2,2498.75,0,4997.5
139,166,3,1655.44,0.2,3973.06
139,135,1,1279.65,0.1,1151.69
140,174,3,4378.44,0,13135.32
140,185,2,1406.51,0,2813.02
140,212,1,3691.31,0.1,3322.18
140,274,3,2974.84,0,8924.52
140,291,3,850.79,0.1,2297.13
141,81,2,709.48,0.2,1135.17
142,153,1,4053.91,0,4053.91
142,55,3,4758.22,0,14274.66
142,74,1,3005.42,0.2,2404.34
142,155,2,2767.71,0,5535.42
142,261,1,3503.75,0.1,3153.38
143,177,3,1279.69,0.2,3071.26
143,110,3,478.85,0.1,1292.9
143,261,3,3503.75,0,10511.25
144,136,3,835.08,0.1,2254.72
144,60,1,4674.62,0,4674.62
144,99,3,648.26,0.1,1750.3
144,27,2,4687.97,0.1,8438.35
144,130,3,3052.06,0.1,8240.56
145,228,1,4818.58,0.2,3854.86
146,58,1,3807.05,0,3807.05
146,24,3,4661.82,0,13985.46
146,278,3,2540.74,0.1,6860
146,89,2,130.17,0.2,208.27
147,14,2,4246.91,0.1,7644.44
147,224,3,1630.29,0,4890.87
147,31,3,3542.58,0.2,8502.19
147,234,3,1752.01,0.2,4204.82
147,36,2,649.16,0.1,1168.49
148,119,3,822.62,0.1,2221.07
148,285,1,2791.44,0.1,2512.3
149,15,1,2876.77,0.2,2301.42
149,268,2,4342.22,0,8684.44
149,213,2,2436.3,0.2,3898.08
149,23,3,4414.98,0,13244.94
150,15,1,2876.77,0,2876.77
150,168,1,1435,0.1,1291.5
151,282,3,3926.46,0,11779.38
151,153,2,4053.91,0.2,6486.26
152,121,1,2781.54,0,2781.54
152,105,3,985.57,0.1,2661.04
152,127,3,4510.8,0.2,10825.92
152,91,1,1308.63,0.2,1046.9
152,18,1,534.95,0.2,427.96
153,240,1,1075.21,0,1075.21
154,149,3,4047.23,0.1,10927.52
154,172,1,4013.49,0,4013.49
155,179,3,3748.16,0.1,10120.03
155,82,2,716.07,0.2,1145.71
156,149,2,4047.23,0.1,7285.01
156,249,2,2443.3,0,4886.6
157,109,2,500.73,0,1001.46
157,118,3,2699.14,0.1,7287.68
158,29,2,708.63,0.2,1133.81
158,105,2,985.57,0,1971.14
158,61,2,3565.73,0.2,5705.17
158,107,1,171.93,0.2,137.54
158,38,3,1830.1,0.1,4941.27
159,174,2,4378.44,0.1,7881.19
159,143,2,2349.66,0,4699.32
159,258,3,3042.51,0.1,8214.78
160,272,2,1711.82,0.1,3081.28
160,229,3,1081.83,0,3245.49
160,2,2,162.86,0.2,260.58
160,134,2,1581.19,0.2,2529.9
160,57,3,924.14,0.2,2217.94
161,136,1,835.08,0.1,751.57
162,99,3,648.26,0.2,1555.82
162,109,3,500.73,0.2,1201.75
163,259,1,2977.48,0,2977.48
164,34,1,3132.01,0,3132.01
164,229,2,1081.83,0.2,1730.93
164,205,3,1317.26,0.2,3161.42
164,281,1,914.17,0.1,822.75
165,44,3,3885.07,0,11655.21
165,166,3,1655.44,0.1,4469.69
165,3,1,1407.01,0.1,1266.31
166,11,3,4126.24,0,12378.72
166,297,2,4780.41,0.1,8604.74
166,210,3,161.58,0.1,436.27
167,2,3,162.86,0.2,390.86
167,14,2,4246.91,0,8493.82
167,37,3,3070.15,0.1,8289.41
167,139,2,3351.42,0.2,5362.27
168,55,2,4758.22,0.2,7613.15
169,149,2,4047.23,0.1,7285.01
170,30,1,4638.28,0.1,4174.45
170,204,2,2819.85,0,5639.7
170,176,2,4859.23,0,9718.46
170,14,3,4246.91,0.2,10192.58
170,40,3,1192.17,0,3576.51
171,187,1,4233.39,0.2,3386.71
172,190,2,1962.53,0,3925.06
172,118,2,2699.14,0,5398.28
172,176,1,4859.23,0.2,3887.38
172,94,2,2572.33,0,5144.66
173,159,2,807.72,0,1615.44
173,238,2,2511.77,0,5023.54
174,99,1,648.26,0.2,518.61
174,129,2,2531.28,0.1,4556.3
174,205,3,1317.26,0,3951.78
174,251,1,148.83,0,148.83
175,219,1,134.79,0.1,121.31
175,35,3,147.11,0,441.33
175,274,1,2974.84,0.1,2677.36
175,144,3,2500.85,0.2,6002.04
175,152,3,888.12,0.2,2131.49
176,279,2,347.7,0.2,556.32
176,27,3,4687.97,0.1,12657.52
176,297,2,4780.41,0.2,7648.66
177,185,2,1406.51,0,2813.02
177,167,2,3968.26,0,7936.52
177,44,1,3885.07,0.2,3108.06
177,39,1,1788.8,0.1,1609.92
177,6,1,905.68,0.1,815.11
178,263,2,3765.62,0,7531.24
178,21,3,2599.67,0,7799.01
179,215,1,3807.34,0.1,3426.61
179,294,3,294.39,0.1,794.85
179,61,2,3565.73,0,7131.46
179,103,1,1726.45,0,1726.45
179,114,3,2450.58,0,7351.74
180,152,1,888.12,0.2,710.5
180,274,1,2974.84,0,2974.84
180,3,3,1407.01,0.2,3376.82
180,160,2,961.86,0.2,1538.98
180,230,2,1046.39,0.2,1674.22
181,117,3,2823.36,0.2,6776.06
181,99,1,648.26,0.2,518.61
181,224,3,1630.29,0,4890.87
181,75,2,3915.6,0,7831.2
181,77,1,3082.83,0.1,2774.55
182,197,3,3435.53,0.1,9275.93
182,218,3,693.44,0.1,1872.29
182,83,2,4022.4,0,8044.8
182,41,2,4424.05,0.2,7078.48
183,83,2,4022.4,0,8044.8
183,263,1,3765.62,0.2,3012.5
183,2,2,162.86,0,325.72
183,138,1,1616.24,0.2,1292.99
184,159,2,807.72,0.1,1453.9
184,198,1,2228.32,0.1,2005.49
184,12,1,1645.78,0.1,1481.2
185,4,2,4485.44,0,8970.88
186,275,2,1095.75,0.2,1753.2
186,69,3,2395.28,0.1,6467.26
186,218,1,693.44,0.2,554.75
187,286,1,3079.76,0.2,2463.81
187,221,2,3628.31,0.1,6530.96
187,194,3,2773.23,0.2,6655.75
188,278,2,2540.74,0,5081.48
188,78,1,3855.59,0,3855.59
188,281,2,914.17,0.2,1462.67
188,156,2,4614.81,0.2,7383.7
189,41,1,4424.05,0.2,3539.24
190,225,2,841.46,0,1682.92
190,6,3,905.68,0,2717.04
190,7,1,2977.47,0,2977.47
190,205,1,1317.26,0.1,1185.53
190,242,2,4351.59,0.1,7832.86
191,218,3,693.44,0.1,1872.29
191,212,2,3691.31,0.1,6644.36
191,243,1,2564.2,0.2,2051.36
191,111,1,132.09,0.1,118.88
192,95,2,1944.44,0.2,3111.1
192,14,3,4246.91,0.1,11466.66
193,105,2,985.57,0.1,1774.03
194,245,3,4842.81,0.2,11622.74
194,133,1,4617.75,0,4617.75
194,57,1,924.14,0.2,739.31
194,131,2,2349.61,0.1,4229.3
195,269,2,4355.56,0.1,7840.01
195,193,1,4029.85,0.2,3223.88
195,141,1,1689.08,0,1689.08
195,242,3,4351.59,0,13054.77
195,142,1,2632.44,0.1,2369.2
196,34,2,3132.01,0,6264.02
196,43,1,241.69,0.1,217.52
196,2,2,162.86,0,325.72
197,39,3,1788.8,0,5366.4
197,128,3,4900.43,0.2,11761.03
198,178,3,113.25,0.2,271.8
198,134,3,1581.19,0,4743.57
198,106,2,1023.38,0.1,1842.08
198,256,2,340.75,0.2,545.2
199,41,2,4424.05,0.2,7078.48
200,16,3,3952.33,0.2,9485.59
200,160,3,961.86,0.2,2308.46
200,258,1,3042.51,0,3042.51
200,182,1,2659.11,0,2659.11
200,40,1,1192.17,0.2,953.74
201,124,3,319.5,0.1,862.65
202,139,2,3351.42,0.2,5362.27
202,152,2,888.12,0.1,1598.62
203,65,3,4314.56,0,12943.68
203,43,3,241.69,0,725.07
203,194,1,2773.23,0.2,2218.58
203,285,2,2791.44,0,5582.88
203,134,1,1581.19,0.2,1264.95
204,140,2,2103.47,0.2,3365.55
204,27,1,4687.97,0,4687.97
204,299,2,2527.49,0.2,4043.98
205,21,3,2599.67,0.1,7019.11
206,247,2,2671.22,0,5342.44
207,75,1,3915.6,0.1,3524.04
208,142,3,2632.44,0.2,6317.86
208,264,3,490.72,0.1,1324.94
208,210,1,161.58,0.2,129.26
208,267,2,4752.35,0.1,8554.23
208,51,2,3723.25,0.1,6701.85
209,227,1,4186.52,0.2,3349.22
209,15,3,2876.77,0.2,6904.25
209,16,3,3952.33,0.1,10671.29
209,95,1,1944.44,0.1,1750
209,92,3,1893.48,0,5680.44
210,229,3,1081.83,0,3245.49
211,81,3,709.48,0.1,1915.6
211,17,3,2227.3,0.2,5345.52
211,51,1,3723.25,0.1,3350.93
211,153,1,4053.91,0.2,3243.13
211,25,2,2807.38,0.2,4491.81
212,276,3,2930.01,0.2,7032.02
212,211,3,2468.4,0.2,5924.16
212,117,2,2823.36,0,5646.72
212,45,3,2210.75,0.1,5969.03
213,169,1,4666.14,0.1,4199.53
213,150,2,1188.32,0,2376.64
213,115,1,2411.4,0.1,2170.26
213,46,1,3061.47,0.2,2449.18
214,245,2,4842.81,0,9685.62
214,29,2,708.63,0,1417.26
214,81,3,709.48,0.2,1702.75
215,34,2,3132.01,0.1,5637.62
216,48,2,1103.95,0.1,1987.11
216,167,1,3968.26,0,3968.26
216,230,2,1046.39,0.2,1674.22
216,115,2,2411.4,0,4822.8
216,8,3,1531.1,0.2,3674.64
217,38,2,1830.1,0.1,3294.18
217,97,2,1334.43,0,2668.86
217,120,2,2696.47,0,5392.94
218,178,1,113.25,0.2,90.6
218,48,2,1103.95,0,2207.9
218,192,3,1974.7,0.1,5331.69
218,7,3,2977.47,0.2,7145.93
219,205,1,1317.26,0.1,1185.53
219,222,2,3519.57,0.2,5631.31
220,17,1,2227.3,0.1,2004.57
221,87,2,2631.45,0,5262.9
221,281,3,914.17,0.1,2468.26
222,176,3,4859.23,0.2,11662.15
222,70,2,2565.16,0.2,4104.26
222,135,2,1279.65,0,2559.3
222,225,3,841.46,0,2524.38
222,277,2,3435.47,0,6870.94
223,24,3,4661.82,0.2,11188.37
223,285,1,2791.44,0.1,2512.3
223,154,2,3505.06,0.2,5608.1
223,103,3,1726.45,0,5179.35
224,36,2,649.16,0.2,1038.66
224,107,1,171.93,0.1,154.74
224,43,3,241.69,0,725.07
224,188,1,270.55,0.1,243.5
225,231,1,671.34,0.1,604.21
225,49,3,1365.91,0,4097.73
225,136,3,835.08,0.2,2004.19
225,45,2,2210.75,0,4421.5
226,248,3,1314.7,0,3944.1
226,66,2,610.55,0.1,1098.99
226,278,2,2540.74,0.1,4573.33
227,210,3,161.58,0.1,436.27
227,137,3,1005.84,0,3017.52
227,120,2,2696.47,0,5392.94
228,295,3,2343.7,0.1,6327.99
228,180,1,655.78,0.2,524.62
229,297,1,4780.41,0.1,4302.37
229,58,3,3807.05,0,11421.15
229,184,3,3022.86,0,9068.58
230,16,2,3952.33,0.2,6323.73
231,122,2,1254.11,0,2508.22
231,85,1,4346.15,0.1,3911.53
231,31,2,3542.58,0.1,6376.64
232,122,3,1254.11,0,3762.33
232,100,3,4054.92,0.2,9731.81
232,160,1,961.86,0.2,769.49
232,227,2,4186.52,0.1,7535.74
232,201,3,3328.08,0.1,8985.82
233,246,1,358.61,0.1,322.75
233,75,3,3915.6,0,11746.8
233,127,1,4510.8,0.1,4059.72
234,21,3,2599.67,0.2,6239.21
234,235,1,1157.47,0.2,925.98
234,248,2,1314.7,0,2629.4
235,33,1,1950.06,0.1,1755.05
235,77,3,3082.83,0.2,7398.79
235,97,2,1334.43,0,2668.86
235,299,3,2527.49,0.2,6065.98
236,101,1,3677.55,0.1,3309.8
237,44,2,3885.07,0.1,6993.13
237,122,1,1254.11,0,1254.11
238,113,3,180.63,0.1,487.7
239,245,3,4842.81,0,14528.43
239,277,1,3435.47,0.1,3091.92
239,161,1,2773.7,0.1,2496.33
239,190,1,1962.53,0,1962.53
239,31,3,3542.58,0.2,8502.19
240,4,2,4485.44,0,8970.88
241,280,2,990.64,0,1981.28
242,223,1,3793.34,0,3793.34
242,168,2,1435,0,2870
242,98,2,1535.92,0.2,2457.47
242,157,1,1420.43,0.2,1136.34
243,296,1,693.33,0,693.33
244,289,1,1989.64,0.2,1591.71
244,59,3,2724.81,0.2,6539.54
245,168,3,1435,0.1,3874.5
245,201,1,3328.08,0.1,2995.27
245,155,1,2767.71,0.1,2490.94
246,130,2,3052.06,0.1,5493.71
246,96,2,4243.67,0.1,7638.61
246,173,2,3917.1,0.2,6267.36
247,22,2,3109.21,0,6218.42
248,87,3,2631.45,0.2,6315.48
248,129,2,2531.28,0,5062.56
248,155,1,2767.71,0.2,2214.17
248,62,1,2655.9,0.1,2390.31
249,292,1,4156.58,0,4156.58
250,166,2,1655.44,0.2,2648.7
250,155,2,2767.71,0,5535.42
250,248,3,1314.7,0,3944.1
250,194,1,2773.23,0.1,2495.91
250,189,2,2918.36,0.2,4669.38
