order_id,customer_id,order_date,order_status,shipping_cost
73,CUST385,2026-04-10,Delivered,139.56
74,CUST311,2026-04-16,Returned,184.56
75,CUST251,2026-02-28,Delivered,119.19
76,CUST66,2025-06-02,Returned,78.83
77,CUST500,2025-10-09,Cancelled,28.34
78,CUST691,2026-01-12,Delivered,61.78
79,CUST171,2025-07-07,Cancelled,105.48
80,CUST716,2026-03-23,Delivered,175.84
81,CUST998,2026-02-01,Cancelled,49.8
82,CUST493,2025-09-10,Delivered,100.15
83,CUST883,2025-12-16,Delivered,58.49
84,CUST948,2025-11-21,Delivered,160.05
85,CUST146,2026-05-09,Returned,178.53
86,CUST12,2025-11-08,Cancelled,72.64
87,CUST474,2026-05-11,Cancelled,191.59
88,CUST693,2025-11-26,Delivered,43.94
89,CUST801,2025-06-06,Delivered,122.95
90,CUST385,2025-06-19,Returned,181.28
91,CUST373,2025-07-01,Delivered,162.46
92,CUST137,2025-11-05,Returned,65.7
93,CUST267,2025-09-03,Delivered,99.31
94,CUST88,2026-04-09,Cancelled,28.12
95,CUST541,2025-10-03,Returned,169.97
96,CUST626,2025-07-30,Delivered,108.41
97,CUST371,2025-12-01,Returned,126.03
98,CUST720,2026-04-23,Cancelled,93.11
99,CUST993,2025-08-11,Delivered,72.21
100,CUST202,2026-01-06,Cancelled,22.08
101,CUST50,2026-02-25,Returned,133.83
102,CUST117,2026-03-28,Delivered,123.24
103,CUST735,2025-09-18,Cancelled,58.39
104,CUST458,2025-09-30,Returned,68.83
105,CUST476,2026-04-21,Returned,24.05
106,CUST93,2025-11-05,Returned,23.14
107,CUST56,2025-08-18,Returned,85.81
108,CUST371,2025-09-15,Cancelled,65.6
109,CUST586,2026-01-20,Returned,94.38
110,CUST470,2025-05-29,Returned,141.69
111,CUST531,2025-06-18,Delivered,53.51
112,CUST72,2025-11-21,Delivered,80.51
113,CUST123,2026-02-07,Cancelled,152.42
114,CUST955,2026-05-14,Returned,37.06
115,CUST399,2025-11-10,Delivered,95.16
116,CUST493,2025-11-15,Returned,75.43
117,CUST690,2026-01-21,Delivered,145.56
118,CUST615,2025-09-13,Returned,74.65
119,CUST606,2025-06-17,Delivered,42.12
120,CUST32,2026-03-11,Returned,153.53
121,CUST369,2025-11-06,Returned,60.13
122,CUST418,2026-05-04,Delivered,144.29
123,CUST8,2025-09-21,Cancelled,76.79
124,CUST130,2025-05-25,Delivered,184.95
125,CUST928,2026-04-05,Cancelled,31.47
126,CUST134,2025-06-05,Cancelled,173.09
127,CUST198,2025-12-05,Cancelled,45.41
128,CUST725,2026-02-22,Delivered,126.61
129,CUST343,2026-04-04,Delivered,68.1
130,CUST502,2026-01-29,Delivered,189.21
131,CUST411,2026-04-19,Cancelled,101.04
132,CUST620,2025-05-15,Cancelled,69.11
133,CUST944,2025-11-02,Delivered,186.33
134,CUST442,2025-10-04,Delivered,128.02
135,CUST559,2025-08-05,Returned,76.94
136,CUST555,2025-12-30,Delivered,181.37
137,CUST68,2025-05-21,Returned,88.54
138,CUST465,2025-11-25,Returned,47.81
139,CUST273,2026-03-20,Delivered,185.2
140,CUST886,2026-04-30,Returned,147.87
141,CUST705,2025-05-26,Cancelled,66.96
142,CUST948,2026-01-08,Delivered,64.35
143,CUST201,2025-08-18,Delivered,87.64
144,CUST31,2025-05-20,Returned,195.12
145,CUST870,2025-08-22,Cancelled,127.51
146,CUST778,2026-02-02,Delivered,74.32
147,CUST357,2025-05-29,Returned,71.46
148,CUST403,2025-09-05,Delivered,123.91
149,CUST588,2025-10-21,Returned,154.85
150,CUST648,2025-12-01,Delivered,174.62
151,CUST749,2026-03-25,Delivered,180.21
152,CUST545,2026-01-27,Delivered,37.93
153,CUST186,2025-12-10,Cancelled,149.29
154,CUST683,2026-01-02,Delivered,91.9
155,CUST810,2026-04-04,Delivered,145.12
156,CUST776,2025-07-26,Delivered,135.07
157,CUST269,2025-08-21,Delivered,179.88
158,CUST790,2025-09-18,Returned,147.3
159,CUST728,2025-08-10,Delivered,79.96
160,CUST922,2025-11-07,Returned,88.69
161,CUST938,2026-02-25,Cancelled,121.78
162,CUST132,2026-01-08,Cancelled,66.23
163,CUST457,2025-06-02,Delivered,180.6
164,CUST386,2026-03-06,Cancelled,130.87
165,CUST776,2025-05-28,Delivered,96.39
166,CUST30,2025-07-24,Returned,97.14
167,CUST443,2025-06-19,Cancelled,85.39
168,CUST449,2026-03-09,Cancelled,190.39
169,CUST525,2026-03-01,Cancelled,157.94
170,CUST972,2026-03-22,Returned,138.09
171,CUST235,2025-10-24,Delivered,20.86
172,CUST453,2025-12-02,Delivered,142.2
173,CUST575,2025-05-20,Cancelled,34.61
174,CUST269,2025-05-23,Returned,33.74
175,CUST752,2026-03-09,Cancelled,68.0
176,CUST777,2026-01-19,Cancelled,87.29
177,CUST929,2025-06-24,Cancelled,107.2
178,CUST560,2025-05-23,Cancelled,169.85
179,CUST620,2025-07-17,Cancelled,194.19
180,CUST132,2025-07-15,Delivered,180.14
181,CUST601,2025-09-03,Cancelled,77.94
182,CUST651,2026-03-06,Returned,183.26
183,CUST869,2026-04-24,Delivered,180.99
184,CUST31,2025-10-20,Delivered,38.99
185,CUST124,2025-12-21,Delivered,165.2
186,CUST90,2026-01-27,Returned,95.22
187,CUST558,2025-06-06,Cancelled,89.32
188,CUST71,2025-08-22,Returned,103.36
189,CUST581,2025-09-29,Cancelled,96.64
190,CUST651,2026-03-10,Delivered,140.8
191,CUST597,2026-05-15,Delivered,147.97
192,CUST878,2025-07-14,Returned,178.43
193,CUST702,2025-09-02,Delivered,107.7
194,CUST505,2026-04-18,Cancelled,95.82
195,CUST940,2026-04-11,Returned,137.21
196,CUST560,2026-01-19,Cancelled,142.82
197,CUST35,2026-01-14,Cancelled,187.93
198,CUST236,2025-11-26,Returned,189.5
199,CUST194,2026-04-21,Cancelled,30.26
200,CUST336,2025-07-30,Delivered,55.61
201,CUST715,2026-03-07,Cancelled,31.86
202,CUST597,2025-07-21,Cancelled,68.03
203,CUST195,2025-10-01,Delivered,148.57
204,CUST771,2025-08-23,Cancelled,168.56
205,CUST974,2025-09-30,Returned,62.32
206,CUST796,2026-02-09,Cancelled,48.99
207,CUST31,2025-06-03,Delivered,87.34
208,CUST930,2025-07-25,Cancelled,177.99
209,CUST445,2025-12-20,Returned,158.64
210,CUST214,2025-05-16,Cancelled,159.61
211,CUST250,2025-12-12,Cancelled,87.92
212,CUST742,2025-12-12,Delivered,196.23
213,CUST773,2025-06-27,Cancelled,122.53
214,CUST378,2026-03-04,Cancelled,53.49
215,CUST559,2025-12-19,Delivered,115.22
216,CUST879,2026-01-02,Returned,85.55
217,CUST903,2025-10-27,Cancelled,192.96
218,CUST698,2025-08-29,Delivered,170.97
219,CUST31,2026-03-10,Cancelled,53.42
220,CUST909,2026-04-11,Cancelled,194.79
221,CUST268,2025-09-06,Cancelled,149.86
222,CUST340,2025-07-18,Cancelled,70.55
223,CUST720,2025-12-12,Delivered,47.21
224,CUST283,2025-06-01,Cancelled,109.32
225,CUST168,2026-03-24,Cancelled,84.8
226,CUST176,2025-11-06,Returned,141.63
227,CUST234,2025-05-18,Delivered,34.22
228,CUST202,2026-03-13,Delivered,153.05
229,CUST796,2025-07-07,Delivered,179.53
230,CUST218,2025-12-16,Delivered,145.19
231,CUST274,2025-06-06,Delivered,94.8
232,CUST478,2026-02-20,Returned,159.78
233,CUST979,2025-08-27,Returned,67.22
234,CUST269,2025-05-24,Cancelled,123.28
235,CUST168,2026-04-22,Returned,30.1
236,CUST420,2025-11-13,Delivered,47.15
237,CUST610,2026-02-03,Returned,30.31
238,CUST609,2025-07-11,Returned,106.96
239,CUST377,2025-06-05,Cancelled,117.84
240,CUST363,2026-03-25,Delivered,22.39
241,CUST829,2025-07-23,Returned,66.43
242,CUST315,2026-04-17,Cancelled,140.23
243,CUST2,2026-02-11,Delivered,94.43
244,CUST171,2025-05-27,Cancelled,166.61
245,CUST972,2025-06-16,Cancelled,82.31
246,CUST195,2026-03-22,Delivered,116.43
247,CUST77,2025-09-11,Delivered,158.6
248,CUST475,2025-10-29,Cancelled,118.72
249,CUST282,2025-10-31,Cancelled,38.27
250,CUST630,2026-01-23,Returned,91.82
251,CUST1000,2026-01-14,Returned,180.64
252,CUST948,2026-05-10,Delivered,99.04
253,CUST265,2025-08-13,Cancelled,192.28
254,CUST876,2025-12-02,Delivered,130.28
255,CUST425,2025-05-30,Cancelled,98.68
256,CUST552,2025-12-02,Returned,159.93
257,CUST774,2025-11-23,Returned,159.24
258,CUST915,2025-12-04,Delivered,126.86
259,CUST32,2026-01-11,Returned,73.88
260,CUST114,2025-10-10,Returned,23.07
261,CUST401,2025-06-08,Returned,190.95
262,CUST717,2025-12-27,Cancelled,137.09
263,CUST738,2026-02-07,Cancelled,129.69
264,CUST141,2025-06-23,Delivered,169.48
265,CUST105,2025-05-25,Delivered,188.69
266,CUST525,2025-10-09,Delivered,170.23
267,CUST949,2026-03-10,Delivered,137.15
268,CUST966,2025-12-22,Delivered,132.18
269,CUST184,2025-08-23,Returned,172.84
270,CUST703,2025-07-17,Cancelled,107.77
271,CUST597,2025-06-22,Cancelled,115.69
272,CUST971,2025-09-16,Cancelled,130.62
273,CUST83,2025-10-05,Cancelled,66.43
274,CUST943,2026-04-13,Delivered,178.09
275,CUST962,2025-11-19,Returned,59.21
276,CUST334,2025-12-09,Delivered,111.91
277,CUST145,2025-07-16,Cancelled,104.25
278,CUST401,2025-10-08,Returned,154.37
279,CUST19,2026-02-12,Returned,113.56
280,CUST704,2025-09-24,Returned,175.59
281,CUST524,2025-07-30,Cancelled,193.41
282,CUST694,2025-09-17,Cancelled,47.44
283,CUST181,2025-08-10,Cancelled,150.03
284,CUST710,2025-08-03,Cancelled,148.14
285,CUST766,2026-03-11,Cancelled,103.53
286,CUST902,2025-10-16,Returned,140.3
287,CUST796,2026-03-07,Cancelled,168.09
288,CUST722,2025-12-03,Returned,90.82
289,CUST623,2025-11-12,Cancelled,68.7
290,CUST160,2026-02-15,Delivered,93.34
291,CUST605,2025-10-17,Returned,167.01
292,CUST551,2025-05-31,Returned,120.36
293,CUST534,2025-09-20,Returned,171.31
294,CUST859,2026-03-14,Returned,133.17
295,CUST247,2025-08-17,Cancelled,141.39
296,CUST776,2025-08-30,Delivered,153.9
297,CUST527,2025-08-21,Delivered,118.48
298,CUST258,2025-09-21,Cancelled,44.54
299,CUST88,2025-10-04,Delivered,52.06
300,CUST604,2025-09-04,Delivered,135.16
301,CUST399,2025-11-21,Delivered,30.42
302,CUST999,2025-05-23,Cancelled,185.13
303,CUST395,2025-08-23,Delivered,138.99
304,CUST708,2026-02-27,Returned,61.72
305,CUST287,2025-07-30,Cancelled,150.79
306,CUST334,2026-02-22,Delivered,155.49
307,CUST486,2025-10-28,Cancelled,77.89
308,CUST834,2025-07-20,Cancelled,125.52
309,CUST651,2025-05-23,Delivered,198.42
310,CUST122,2026-04-18,Returned,160.99
311,CUST232,2026-02-23,Delivered,134.72
312,CUST166,2025-09-14,Returned,140.28
313,CUST399,2025-07-28,Returned,96.32
314,CUST435,2025-10-25,Returned,188.27
315,CUST1000,2025-06-18,Returned,66.58
316,CUST967,2025-12-07,Returned,109.49
317,CUST474,2025-12-05,Delivered,49.05
318,CUST875,2025-05-31,Cancelled,110.88
319,CUST802,2025-10-16,Returned,36.96
320,CUST510,2025-11-30,Delivered,182.56
321,CUST529,2025-12-15,Returned,26.64
322,CUST170,2025-09-23,Returned,160.73
323,CUST986,2025-08-16,Delivered,178.16
324,CUST429,2025-08-04,Returned,67.22
325,CUST721,2025-11-20,Returned,90.2
326,CUST783,2026-04-22,Delivered,199.35
327,CUST525,2026-03-11,Cancelled,148.65
328,CUST833,2025-09-08,Delivered,56.67
329,CUST941,2026-03-18,Delivered,185.56
330,CUST944,2025-11-04,Cancelled,79.48
331,CUST662,2025-10-03,Cancelled,41.6
332,CUST121,2026-02-27,Cancelled,23.69
333,CUST136,2025-11-15,Cancelled,132.77
334,CUST28,2026-03-13,Returned,133.69
335,CUST276,2026-02-22,Cancelled,45.73
336,CUST967,2025-11-23,Delivered,20.12
337,CUST612,2025-10-06,Delivered,34.91
338,CUST626,2026-02-23,Returned,159.58
339,CUST794,2025-11-16,Cancelled,48.98
340,CUST258,2025-07-26,Cancelled,134.99
341,CUST827,2026-04-27,Delivered,112.31
342,CUST785,2026-01-29,Returned,133.87
343,CUST951,2025-11-23,Delivered,130.68
344,CUST456,2026-01-24,Delivered,25.87
345,CUST438,2026-04-06,Delivered,139.83
346,CUST344,2025-08-14,Delivered,192.9
347,CUST301,2026-05-13,Cancelled,26.23
348,CUST988,2025-09-21,Delivered,26.44
349,CUST87,2025-08-03,Returned,181.77
350,CUST994,2025-09-03,Returned,178.64
351,CUST96,2025-12-27,Delivered,67.98
352,CUST615,2025-12-08,Delivered,100.47
353,CUST785,2026-02-20,Delivered,109.68
354,CUST229,2025-08-15,Cancelled,76.54
355,CUST641,2025-07-09,Delivered,43.15
356,CUST319,2025-08-03,Returned,199.16
357,CUST85,2025-07-04,Cancelled,123.52
358,CUST169,2026-03-30,Returned,179.76
359,CUST864,2026-02-26,Cancelled,118.45
360,CUST962,2026-03-17,Cancelled,65.96
361,CUST513,2025-11-01,Delivered,108.9
362,CUST14,2026-01-26,Delivered,81.67
363,CUST305,2025-08-30,Returned,97.5
364,CUST309,2025-10-22,Returned,125.76
365,CUST958,2025-08-14,Returned,28.28
366,CUST110,2025-10-11,Cancelled,70.7
367,CUST702,2025-07-02,Delivered,106.1
368,CUST884,2025-08-29,Cancelled,90.87
369,CUST442,2025-10-04,Returned,29.14
370,CUST116,2025-06-06,Cancelled,121.38
371,CUST934,2025-07-09,Returned,135.6
372,CUST490,2025-07-20,Delivered,75.78
373,CUST108,2025-06-10,Cancelled,57.2
374,CUST977,2025-10-05,Cancelled,111.74
375,CUST624,2025-09-19,Delivered,132.77
376,CUST105,2026-01-24,Delivered,107.3
377,CUST942,2026-02-17,Cancelled,176.88
378,CUST158,2026-03-01,Delivered,184.58
379,CUST139,2025-11-29,Delivered,80.53
380,CUST989,2026-02-23,Cancelled,60.84
381,CUST622,2025-07-11,Cancelled,188.14
382,CUST202,2025-09-17,Returned,100.51
383,CUST381,2025-11-10,Returned,194.04
384,CUST187,2026-01-17,Returned,119.74
385,CUST890,2025-05-24,Returned,95.97
386,CUST748,2025-06-21,Cancelled,181.84
387,CUST980,2025-06-04,Cancelled,141.19
388,CUST933,2025-11-11,Cancelled,186.72
389,CUST591,2026-02-08,Returned,133.9
390,CUST991,2025-11-11,Returned,173.06
391,CUST646,2026-02-27,Delivered,158.24
392,CUST4,2025-09-16,Delivered,118.84
393,CUST425,2025-10-15,Cancelled,191.99
394,CUST882,2025-09-28,Delivered,75.99
395,CUST183,2025-06-13,Cancelled,136.46
396,CUST284,2026-04-19,Delivered,106.26
397,CUST794,2025-12-29,Cancelled,24.12
398,CUST604,2025-06-12,Delivered,83.63
399,CUST602,2025-10-25,Cancelled,106.87
400,CUST983,2025-09-12,Returned,64.24
401,CUST951,2025-07-03,Cancelled,164.0
402,CUST774,2026-01-29,Delivered,63.78
403,CUST516,2025-12-08,Returned,20.06
404,CUST877,2025-05-17,Delivered,164.68
405,CUST146,2025-06-27,Returned,83.63
406,CUST963,2025-08-22,Delivered,100.45
407,CUST736,2025-06-26,Cancelled,156.89
408,CUST474,2025-08-31,Cancelled,62.86
409,CUST252,2025-10-12,Returned,176.69
410,CUST563,2025-08-03,Cancelled,194.83
411,CUST644,2026-01-08,Cancelled,155.86
412,CUST638,2025-10-24,Cancelled,112.86
413,CUST835,2025-11-24,Delivered,140.55
414,CUST379,2025-07-23,Delivered,167.48
415,CUST114,2025-09-20,Cancelled,42.95
416,CUST329,2025-10-16,Cancelled,142.65
417,CUST692,2025-09-07,Returned,136.11
418,CUST106,2026-04-20,Delivered,37.55
419,CUST928,2025-08-20,Returned,24.25
420,CUST53,2025-10-05,Delivered,146.74
421,CUST389,2025-12-30,Delivered,87.1
422,CUST976,2025-08-23,Cancelled,118.42
423,CUST293,2025-09-09,Returned,114.6
424,CUST175,2025-05-22,Cancelled,138.73
425,CUST115,2026-01-23,Delivered,177.44
426,CUST604,2025-08-08,Cancelled,119.33
427,CUST641,2026-04-04,Cancelled,199.89
428,CUST896,2025-07-23,Delivered,106.89
429,CUST886,2026-01-16,Cancelled,107.55
430,CUST325,2026-01-12,Delivered,140.01
431,CUST901,2025-06-17,Cancelled,85.77
432,CUST442,2026-04-29,Cancelled,112.5
433,CUST74,2025-12-28,Delivered,102.62
434,CUST956,2026-01-17,Delivered,184.76
435,CUST904,2025-07-22,Cancelled,87.23
436,CUST121,2026-02-25,Returned,97.13
437,CUST446,2025-12-16,Returned,30.73
438,CUST920,2025-09-25,Returned,171.48
439,CUST975,2025-12-29,Cancelled,39.67
440,CUST573,2026-01-23,Delivered,111.79
441,CUST749,2025-08-10,Returned,99.51
442,CUST328,2026-04-27,Returned,83.87
443,CUST667,2026-04-12,Cancelled,26.59
444,CUST133,2025-12-19,Returned,142.93
445,CUST367,2025-10-03,Delivered,52.92
446,CUST474,2025-11-25,Cancelled,141.54
447,CUST461,2025-10-29,Returned,90.27
448,CUST987,2025-12-20,Delivered,34.37
449,CUST585,2026-01-02,Returned,82.12
450,CUST875,2025-12-13,Returned,93.21
451,CUST789,2025-07-27,Returned,108.15
452,CUST497,2026-02-22,Cancelled,90.29
453,CUST97,2026-01-07,Returned,171.91
454,CUST805,2025-12-20,Cancelled,154.52
455,CUST682,2025-08-14,Cancelled,155.78
456,CUST10,2026-01-06,Delivered,171.56
457,CUST406,2025-12-04,Cancelled,137.12
458,CUST886,2026-03-18,Delivered,126.24
459,CUST794,2025-08-02,Cancelled,119.76
460,CUST10,2026-05-06,Delivered,23.34
461,CUST82,2025-07-17,Returned,62.63
462,CUST942,2026-03-20,Delivered,61.77
463,CUST581,2026-01-17,Cancelled,29.83
464,CUST399,2026-01-09,Delivered,54.89
465,CUST109,2025-11-23,Cancelled,124.96
466,CUST360,2026-03-20,Delivered,142.54
467,CUST914,2025-11-30,Delivered,152.82
468,CUST483,2026-04-10,Cancelled,84.42
469,CUST704,2026-04-23,Returned,119.38
470,CUST387,2025-08-03,Cancelled,35.54
471,CUST859,2025-05-29,Returned,61.99
472,CUST312,2025-07-06,Delivered,194.39
473,CUST885,2025-06-13,Delivered,168.71
474,CUST744,2026-04-05,Delivered,23.65
475,CUST784,2025-07-08,Returned,171.89
476,CUST186,2025-07-12,Cancelled,97.57
477,CUST488,2025-06-10,Cancelled,83.65
478,CUST583,2025-08-27,Delivered,134.65
479,CUST598,2025-12-06,Delivered,74.69
480,CUST93,2025-09-08,Cancelled,198.04
481,CUST230,2025-07-12,Delivered,69.4
482,CUST865,2026-01-12,Delivered,182.45
483,CUST263,2025-06-03,Returned,76.4
484,CUST946,2025-10-27,Cancelled,138.98
485,CUST705,2025-11-27,Delivered,162.22
486,CUST636,2025-12-06,Cancelled,119.68
487,CUST42,2025-06-25,Returned,134.76
488,CUST10,2026-04-04,Returned,125.33
489,CUST773,2026-04-18,Returned,183.31
490,CUST684,2026-01-30,Delivered,102.28
491,CUST328,2025-09-18,Delivered,104.61
492,CUST214,2025-11-04,Delivered,144.08
493,CUST625,2025-07-06,Delivered,167.15
494,CUST538,2026-01-16,Returned,127.02
495,CUST581,2025-07-04,Returned,61.84
496,CUST756,2025-12-23,Delivered,166.23
497,CUST401,2025-12-01,Delivered,59.81
498,CUST127,2026-02-18,Cancelled,108.64
499,CUST938,2026-01-28,Cancelled,152.3
500,CUST458,2026-05-01,Returned,103.41
501,CUST162,2025-12-26,Returned,139.2
502,CUST589,2025-11-22,Returned,96.47
503,CUST523,2025-10-03,Cancelled,91.78
504,CUST126,2026-03-08,Returned,189.0
505,CUST557,2025-06-03,Delivered,31.14
506,CUST343,2026-04-08,Cancelled,65.45
507,CUST874,2025-09-15,Cancelled,75.38
508,CUST719,2025-12-28,Delivered,166.77
509,CUST257,2025-06-20,Returned,85.34
510,CUST18,2026-03-13,Returned,170.22
511,CUST954,2026-04-29,Delivered,86.22
512,CUST149,2025-09-19,Delivered,100.54
513,CUST775,2025-10-21,Returned,77.44
514,CUST709,2025-10-16,Returned,117.45
515,CUST286,2025-07-18,Returned,193.42
516,CUST443,2026-04-22,Cancelled,77.96
517,CUST464,2025-08-21,Delivered,122.96
518,CUST700,2025-12-30,Cancelled,129.41
519,CUST278,2026-01-09,Returned,123.95
520,CUST425,2025-07-22,Delivered,66.59
521,CUST981,2025-06-17,Returned,199.57
522,CUST313,2025-11-19,Returned,64.74
523,CUST248,2025-06-19,Delivered,39.86
524,CUST522,2025-10-11,Returned,58.06
525,CUST420,2025-09-10,Cancelled,156.15
526,CUST994,2025-07-20,Cancelled,195.43
527,CUST959,2026-02-06,Returned,124.93
528,CUST160,2026-01-23,Delivered,40.89
529,CUST622,2025-09-14,Delivered,198.79
530,CUST107,2026-05-07,Delivered,117.69
531,CUST214,2025-05-26,Returned,38.79
532,CUST131,2026-02-01,Cancelled,33.62
533,CUST50,2026-01-06,Cancelled,119.41
534,CUST150,2026-05-10,Cancelled,93.28
535,CUST55,2025-06-07,Returned,164.43
536,CUST193,2025-11-16,Returned,197.86
537,CUST504,2025-11-18,Delivered,35.54
538,CUST566,2025-10-22,Returned,101.51
539,CUST9,2025-06-30,Cancelled,84.1
540,CUST427,2025-11-30,Delivered,67.13
541,CUST801,2025-05-31,Returned,101.85
542,CUST92,2025-07-02,Returned,56.94
543,CUST614,2025-08-04,Returned,23.9
544,CUST583,2025-08-29,Cancelled,151.4
545,CUST552,2025-12-30,Delivered,125.84
546,CUST769,2026-01-09,Returned,145.71
547,CUST584,2026-04-19,Cancelled,41.32
548,CUST148,2025-05-18,Returned,48.42
549,CUST153,2026-03-24,Returned,134.29
550,CUST817,2025-12-10,Returned,143.2
551,CUST428,2025-06-17,Returned,88.51
552,CUST774,2026-03-13,Returned,28.39
553,CUST967,2025-10-04,Delivered,48.29
554,CUST71,2025-11-08,Returned,51.07
555,CUST23,2025-06-30,Cancelled,132.92
556,CUST394,2025-10-05,Cancelled,59.09
557,CUST734,2026-04-08,Cancelled,146.29
558,CUST245,2025-12-14,Returned,168.22
559,CUST215,2025-10-06,Delivered,67.68
560,CUST916,2026-04-04,Returned,101.68
561,CUST972,2026-04-22,Cancelled,45.83
562,CUST632,2025-07-22,Delivered,110.41
563,CUST524,2026-01-06,Returned,181.79
564,CUST363,2025-06-08,Returned,23.17
565,CUST132,2025-11-04,Returned,182.68
566,CUST616,2025-06-07,Delivered,44.23
567,CUST58,2025-07-15,Cancelled,29.78
568,CUST406,2026-03-20,Returned,47.17
569,CUST189,2026-02-24,Returned,171.77
570,CUST11,2025-09-15,Delivered,94.39
571,CUST805,2026-01-15,Returned,58.51
572,CUST834,2025-10-12,Cancelled,41.31
573,CUST939,2025-11-27,Cancelled,176.94
574,CUST9,2025-12-21,Cancelled,30.38
575,CUST503,2025-05-22,Delivered,94.45
576,CUST630,2025-11-28,Returned,131.19
577,CUST709,2025-12-24,Delivered,172.66
578,CUST854,2026-03-27,Returned,146.76
579,CUST558,2025-06-16,Cancelled,159.49
580,CUST168,2025-12-27,Delivered,181.7
581,CUST9,2025-09-21,Returned,98.67
582,CUST982,2025-11-07,Cancelled,36.5
583,CUST381,2026-04-06,Cancelled,165.06
584,CUST984,2026-04-30,Returned,62.47
585,CUST974,2025-05-30,Returned,163.11
586,CUST152,2025-11-05,Delivered,101.0
587,CUST495,2025-07-10,Cancelled,94.36
588,CUST445,2026-03-20,Delivered,145.07
589,CUST407,2025-07-17,Cancelled,59.56
590,CUST496,2025-12-05,Cancelled,112.91
591,CUST560,2026-01-27,Returned,99.0
592,CUST531,2025-05-30,Cancelled,50.61
593,CUST748,2025-06-21,Delivered,28.13
594,CUST631,2026-03-03,Delivered,128.83
595,CUST811,2025-11-19,Cancelled,103.44
596,CUST521,2025-11-23,Returned,74.48
597,CUST628,2025-08-17,Delivered,179.14
598,CUST202,2025-09-16,Cancelled,120.85
599,CUST876,2025-06-21,Returned,105.83
600,CUST920,2025-08-30,Cancelled,160.95
601,CUST86,2025-07-16,Cancelled,97.64
602,CUST267,2025-10-19,Returned,172.59
603,CUST574,2025-10-22,Cancelled,129.97
604,CUST404,2025-09-15,Cancelled,33.55
605,CUST807,2026-01-20,Delivered,165.16
