order_id,payment_method,payment_amount
193,Net Banking,1774.03
194,Net Banking,0.0
195,Net Banking,14088.470000000001
196,Net Banking,0.0
197,Net Banking,0.0
198,UPI,3701.325
199,Card,0.0
200,Net Banking,18449.41
201,Net Banking,0.0
202,COD,0.0
203,COD,22735.16
204,COD,0.0
205,Card,3509.555
206,Card,0.0
207,Net Banking,3524.04
208,Card,0.0
209,Card,14177.6
210,UPI,0.0
211,Net Banking,0.0
212,COD,24571.93
213,UPI,0.0
214,Net Banking,0.0
215,COD,5637.62
216,UPI,8063.515
217,COD,0.0
218,UPI,14776.119999999999
219,UPI,0.0
220,Card,0.0
221,Net Banking,0.0
222,Card,0.0
223,Net Banking,24488.120000000003
224,UPI,0.0
225,COD,0.0
226,Card,4808.21
227,UPI,8846.73
228,COD,6852.61
229,UPI,24792.1
230,UPI,6323.73
231,Net Banking,12796.39
232,Card,15392.595
233,UPI,8064.634999999999
234,COD,0.0
235,Card,8944.34
236,Card,3309.8
237,Net Banking,4123.62
238,Card,243.85
239,COD,0.0
240,Card,8970.88
241,UPI,990.64
242,UPI,0.0
243,Net Banking,693.33
244,UPI,0.0
245,UPI,0.0
246,UPI,19399.68
247,COD,6218.42
248,COD,0.0
249,Net Banking,0.0
250,UPI,9646.755000000001
251,Card,1022.21
252,UPI,5787.36
253,UPI,0.0
254,UPI,10501.52
255,Card,0.0
256,COD,1299.675
257,UPI,3995.705
258,UPI,6056.2
259,Card,13169.485
260,UPI,9672.615
261,UPI,1804.32
262,UPI,0.0
263,UPI,0.0
264,Net Banking,8617.4
265,Card,17221.449999999997
266,Net Banking,4728.51
267,UPI,12342.79
268,Card,12842.7
269,COD,6182.97
270,COD,0.0
271,Net Banking,0.0
272,UPI,0.0
273,Net Banking,0.0
274,Net Banking,2480.1
275,Net Banking,6150.85
276,COD,4818.58
277,Card,0.0
278,UPI,7206.92
279,UPI,5838.59
280,Card,8080.1849999999995
281,COD,0.0
282,Card,0.0
283,Card,0.0
284,COD,0.0
285,Card,0.0
286,COD,4884.955
287,UPI,0.0
288,Card,10842.13
289,COD,0.0
290,Card,17449.49
291,Net Banking,1348.27
292,UPI,8175.25
293,Card,10141.0
294,COD,8753.744999999999
295,COD,0.0
296,COD,10740.57
297,UPI,12970.1
298,UPI,0.0
299,Card,19467.260000000002
300,UPI,12601.2
301,Card,19865.48
302,UPI,0.0
303,Net Banking,16488.0
304,Card,3453.9
305,UPI,0.0
306,COD,12110.04
307,Card,0.0
308,Net Banking,0.0
309,Card,12124.27
310,UPI,1391.12
311,COD,10842.54
312,UPI,3720.15
313,UPI,3768.445
314,Net Banking,673.545
315,COD,1982.915
316,Card,1476.525
317,Card,19749.08
318,UPI,0.0
319,COD,10153.395
320,Card,11706.95
321,Net Banking,1105.375
322,UPI,11478.06
323,UPI,709.44
324,COD,6374.635
325,UPI,818.86
326,Card,14550.18
327,COD,0.0
328,COD,3282.39
329,Net Banking,2562.51
330,UPI,0.0
331,Card,0.0
332,Net Banking,0.0
333,COD,0.0
334,Card,7954.1050000000005
335,Net Banking,0.0
336,UPI,2395.28
337,Net Banking,13236.32
338,Card,2706.4700000000003
339,Card,0.0
340,Card,0.0
341,UPI,6524.4800000000005
342,Net Banking,6678.425
343,Card,5741.990000000001
344,COD,15658.84
345,COD,5974.08
346,UPI,23368.05
347,UPI,0.0
348,UPI,18337.940000000002
349,UPI,9898.029999999999
350,Card,1190.99
351,UPI,13418.310000000001
352,UPI,5060.16
353,Net Banking,16269.28
354,Net Banking,0.0
355,Card,14265.03
356,UPI,1357.46
357,Net Banking,0.0
358,Card,3370.1749999999997
359,COD,0.0
360,Card,0.0
361,COD,24650.75
362,UPI,8956.99
363,UPI,8803.66
364,Net Banking,1674.61
365,Card,7583.5
366,Card,0.0
367,Card,12032.7
368,UPI,0.0
369,COD,2934.08
370,COD,0.0
371,Net Banking,13956.365
372,Net Banking,13695.329999999998
373,Card,0.0
374,Card,0.0
375,UPI,132.09
376,Net Banking,3465.34
377,COD,0.0
378,Card,9730.69
379,UPI,390.51
380,Card,0.0
381,COD,0.0
382,COD,1511.43
383,Net Banking,6254.225
384,COD,10836.650000000001
385,Net Banking,7286.51
386,Net Banking,0.0
387,COD,0.0
388,UPI,0.0
389,Net Banking,1091.66
390,UPI,1508.14
391,Card,21350.12
392,UPI,34202.44
393,Net Banking,0.0
394,Net Banking,19492.53
395,Card,0.0
396,Card,5839.94
397,Card,0.0
398,Net Banking,10467.35
399,Net Banking,0.0
400,UPI,4174.45
401,Net Banking,0.0
402,Card,19817.48
403,UPI,1713.175
404,Net Banking,193.35
405,COD,5948.75
406,Net Banking,18344.01
407,Card,0.0
408,COD,0.0
409,UPI,4346.974999999999
410,Net Banking,0.0
411,COD,0.0
412,COD,0.0
413,COD,27898.61
414,COD,7695.549999999999
415,Card,0.0
416,UPI,0.0
417,COD,8190.445
418,UPI,5031.88
419,Net Banking,23629.505
420,COD,9620.93
421,Card,27059.64
422,Net Banking,0.0
423,Card,9220.939999999999
424,COD,0.0
425,UPI,27212.44
426,COD,0.0
427,COD,0.0
428,Card,28943.55
429,COD,0.0
430,UPI,8668.650000000001
431,UPI,0.0
432,COD,0.0
433,Card,2051.38
434,UPI,29256.7
435,COD,0.0
436,COD,5077.005
437,UPI,5911.015
438,Card,2270.16
439,Net Banking,0.0
440,UPI,18778.86
441,Card,1377.66
442,Card,6144.429999999999
443,Card,0.0
444,COD,6574.365
445,UPI,3065.37
446,COD,0.0
447,COD,10299.365
448,COD,14242.36
449,COD,2287.575
450,COD,3944.045
451,Card,11434.54
452,Card,0.0
453,Card,3768.6
454,COD,0.0
455,COD,0.0
456,Card,17663.41
457,Net Banking,0.0
458,Net Banking,7212.28
459,COD,0.0
460,Net Banking,10218.17
461,UPI,7720.625
462,Card,13605.88
463,COD,0.0
464,Card,29799.48
465,Net Banking,0.0
466,UPI,4530.8099999999995
467,COD,24183.35
468,COD,0.0
469,Net Banking,7111.36
470,Card,0.0
471,COD,6240.21
472,Net Banking,6126.04
473,UPI,11947.580000000002
474,Card,3893.8500000000004
475,Card,1366.35
476,Net Banking,0.0
477,UPI,0.0
478,UPI,14063.07
479,COD,3535.4799999999996
480,Card,0.0
481,UPI,12831.35
482,Net Banking,18970.9
483,Net Banking,17534.879999999997
484,Card,0.0
485,COD,23540.34
486,COD,0.0
487,Card,8648.205
488,Net Banking,3902.385
489,Card,3282.37
490,COD,2051.38
491,UPI,1703.98
492,COD,32439.06
493,Card,6758.389999999999
494,Card,6353.86
495,Net Banking,2381.975
496,COD,15016.45
497,Net Banking,1136.34
498,UPI,0.0
499,Card,0.0
500,UPI,8746.24
501,UPI,2136.975
502,Net Banking,7895.26
503,UPI,0.0
504,Net Banking,6719.54
505,Net Banking,20379.84
506,Card,0.0
507,Net Banking,0.0
508,COD,13364.69
509,COD,7220.62
510,COD,2094.06
511,COD,5270.81
512,Card,34067.31
513,Net Banking,9261.635
514,Card,749.0350000000001
515,COD,5775.24
516,Net Banking,0.0
517,Card,23041.07
518,Net Banking,0.0
519,COD,1686.67
520,Card,15161.25
521,UPI,1396.33
522,Card,5621.27
523,UPI,794.85
524,COD,12393.99
525,COD,0.0
526,Net Banking,0.0
527,UPI,1054.665
528,COD,5331.69
529,Net Banking,3783.8
530,Card,28439.989999999998
531,COD,13020.685000000001
532,Net Banking,0.0
533,Card,0.0
534,Net Banking,0.0
535,Net Banking,6600.015
536,Net Banking,5710.485000000001
537,Card,14470.119999999999
538,Card,19527.27
539,Net Banking,0.0
540,UPI,16647.89
541,UPI,9819.880000000001
542,COD,3832.46
543,Net Banking,3130.495
544,Card,0.0
545,UPI,11832.51
546,COD,7810.735000000001
547,Net Banking,0.0
548,Net Banking,6703.29
549,Net Banking,4711.05
550,COD,1790.97
551,UPI,807.72
552,UPI,6636.075
553,COD,11020.57
554,Net Banking,6673.53
555,UPI,0.0
556,UPI,0.0
557,Card,0.0
558,Card,2583.215
559,Card,22420.6
560,COD,8373.54
561,Net Banking,0.0
562,UPI,2495.18
563,UPI,417.24
564,UPI,7076.54
565,Card,8332.59
566,Card,19157.18
567,Card,0.0
568,COD,3598.61
569,COD,1218.15
570,COD,876.6
571,Net Banking,11054.61
572,UPI,0.0
573,Net Banking,0.0
574,COD,0.0
575,Card,6588.35
576,UPI,6951.685
577,UPI,9449.75
578,COD,6265.24
579,COD,0.0
580,Card,11113.36
581,COD,1157.02
582,Net Banking,0.0
583,COD,0.0
584,UPI,12349.74
585,UPI,13894.509999999998
586,UPI,24730.88
587,Card,0.0
588,UPI,1093.08
589,COD,0.0
590,UPI,0.0
591,Card,9356.84
592,UPI,0.0
593,Net Banking,9902.699999999999
594,Card,2998.53
595,UPI,0.0
596,UPI,4380.985
597,UPI,11711.12
598,Net Banking,0.0
599,COD,1355.0849999999998
600,Net Banking,0.0
601,Card,0.0
602,COD,13320.96
603,Card,0.0
604,UPI,0.0
605,Net Banking,4787.09
606,Card,0.0
607,COD,5137.215
608,COD,12829.925
609,Card,8391.84
610,Card,0.0
611,Card,12589.81
612,Net Banking,14773.47
613,Net Banking,6629.65
614,Card,8864.259999999998
615,UPI,4521.6
616,UPI,7093.69
617,COD,0.0
618,COD,0.0
619,Net Banking,0.0
620,Net Banking,6371.285
621,UPI,18170.85
622,UPI,7225.48
623,Card,0.0
624,UPI,4773.59
625,Net Banking,20192.47
626,COD,6953.84
627,UPI,3119.885
628,Card,0.0
629,Net Banking,27968.02
630,UPI,0.0
631,COD,11798.17
632,Card,196.29
633,Net Banking,0.0
634,Net Banking,5390.225
635,Net Banking,37154.04
636,UPI,15408.695
637,Net Banking,3451.65
638,UPI,0.0
639,Net Banking,2774.55
640,Card,11047.875
641,UPI,0.0
642,Net Banking,0.0
643,Card,12580.085
644,COD,16321.66
645,Net Banking,9568.515
646,UPI,29703.72
647,COD,0.0
648,UPI,1652.29
649,Net Banking,1233.13
650,UPI,7038.59
651,COD,2411.4
652,Card,439.335
653,UPI,9506.49
654,COD,2346.495
655,COD,0.0
656,Card,0.0
657,Net Banking,17720.260000000002
658,Card,17757.16
659,Net Banking,12076.08
660,Card,9277.32
661,UPI,14282.244999999999
662,Net Banking,12329.7
663,UPI,9771.04
664,UPI,15337.32
665,COD,0.0
666,UPI,0.0
667,UPI,0.0
668,UPI,13857.224999999999
669,COD,5335.355
670,COD,0.0
671,COD,8532.39
672,UPI,10564.0
673,Net Banking,11499.29
674,COD,11897.93
675,UPI,10805.325
676,Net Banking,1768.6
677,Net Banking,0.0
678,Net Banking,0.0
679,Card,3132.12
680,COD,21317.91
681,COD,16603.079999999998
682,COD,8447.755000000001
683,Net Banking,0.0
684,Net Banking,3136.39
685,COD,15147.92
686,UPI,0.0
687,UPI,0.0
688,Card,0.0
689,Card,3022.86
690,UPI,0.0
691,COD,24309.589999999997
692,Net Banking,2221.56
693,COD,8790.6
694,Card,0.0
695,UPI,0.0
696,UPI,2121.04
697,COD,1738.46
698,Net Banking,14110.74
699,UPI,3111.85
700,Card,0.0
701,Card,9504.255000000001
702,Card,5595.64
703,Card,6703.085
704,COD,0.0
705,Card,15347.060000000001
706,COD,9823.76
707,COD,0.0
708,UPI,0.0
709,Net Banking,14390.465
710,Net Banking,0.0
711,Net Banking,0.0
712,Card,25256.75
713,UPI,28597.29
714,Card,0.0
715,COD,13397.699999999999
716,COD,14742.55
717,UPI,4318.3
718,UPI,0.0
719,COD,16401.67
720,Card,22297.0
721,COD,14739.65
722,Card,0.0
723,COD,12951.415
724,Net Banking,24527.08
725,COD,8888.07
726,UPI,1249.375
727,Net Banking,18048.62
728,Card,0.0
729,COD,17559.0
730,UPI,0.0
731,COD,6910.835
732,Card,0.0
733,Card,706.54
734,Card,16052.69
735,Net Banking,9383.785
736,UPI,0.0
737,Card,26054.27
738,COD,10855.78
739,UPI,15097.36
740,Card,0.0
741,Net Banking,0.0
742,Card,0.0
743,COD,7324.745
744,Net Banking,8369.32
745,COD,14111.68
746,COD,2717.1
747,Net Banking,14058.730000000001
748,UPI,0.0
749,UPI,16635.66
750,Card,0.0
751,UPI,4704.64
752,UPI,16829.86
753,COD,11284.06
754,Card,1738.8000000000002
755,COD,0.0
756,COD,7614.655
757,UPI,0.0
758,Net Banking,318.89
759,COD,1950.325
760,Net Banking,9248.49
761,UPI,10073.975
762,Net Banking,0.0
763,UPI,9870.05
764,COD,0.0
765,COD,6397.99
766,UPI,0.0
767,UPI,4894.48
768,Net Banking,10920.289999999999
769,COD,20332.9
770,Card,0.0
771,Card,117.755
772,UPI,0.0
773,UPI,0.0
774,COD,12014.335
775,Net Banking,0.0
776,Net Banking,105.67
777,COD,0.0
778,Net Banking,31156.44
779,Card,0.0
780,COD,15125.38
781,Net Banking,7639.525
782,UPI,16896.68
783,Card,31136.77
784,Card,25640.48
785,UPI,16266.76
786,Net Banking,10731.725
787,Card,7282.11
788,Net Banking,24440.52
789,Card,21962.05
790,COD,12722.44
791,COD,7110.485000000001
792,Card,16427.54
793,Card,7431.32
794,COD,0.0
795,UPI,2303.625
796,UPI,0.0
797,UPI,10833.199999999999
798,UPI,0.0
799,Net Banking,0.0
800,Net Banking,4970.98
801,Net Banking,18429.29
802,Card,5479.145
803,COD,6038.290000000001
804,Net Banking,7291.32
805,UPI,2554.545
806,UPI,0.0
807,Card,15930.51
808,UPI,27492.46
809,UPI,9480.92
810,COD,6829.4400000000005
811,Card,5515.465
812,UPI,14531.505
813,Card,8949.52
814,Card,15485.54
815,COD,0.0
816,Net Banking,10582.14
817,UPI,9778.869999999999
818,Net Banking,816.74
819,Net Banking,6175.01
820,Card,18832.23
821,COD,15694.035
822,UPI,0.0
823,UPI,23783.879999999997
824,COD,11713.099999999999
825,UPI,8202.64
826,COD,6685.95
827,Card,13219.44
828,Net Banking,0.0
829,UPI,6870.94
830,Net Banking,0.0
831,Net Banking,16057.380000000001
832,Net Banking,500.73
833,UPI,0.0
834,UPI,6447.76
835,COD,0.0
836,COD,0.0
837,UPI,10383.04
838,COD,1962.53
839,Net Banking,0.0
840,Card,0.0
841,UPI,0.0
842,COD,3539.65
843,Net Banking,1692.335
844,COD,0.0
845,COD,2248.88
846,Net Banking,0.0
847,Card,23950.43
848,COD,0.0
849,COD,34295.82
850,Net Banking,7062.795
851,Net Banking,15189.619999999999
852,UPI,0.0
853,UPI,2274.205
854,Net Banking,1957.235
855,COD,20092.215
856,COD,0.0
857,COD,13166.48
858,COD,0.0
859,Net Banking,7149.32
860,COD,2930.01
861,Net Banking,1566.675
862,UPI,6467.025
863,Net Banking,0.0
864,Card,18586.449999999997
865,COD,14441.77
866,Card,2444.1
867,COD,10698.91
868,Card,0.0
869,Card,20496.71
870,Card,3955.95
871,COD,9905.64
872,Net Banking,11992.885
873,UPI,0.0
874,UPI,3236.67
875,Net Banking,0.0
876,COD,0.0
877,COD,2250.76
878,Card,0.0
879,UPI,6014.92
880,Net Banking,9989.23
881,UPI,0.0
882,COD,0.0
883,Net Banking,11419.485
884,Net Banking,16830.43
885,Card,0.0
886,COD,0.0
887,COD,4270.72
888,Card,0.0
889,UPI,21348.95
890,UPI,3929.21
891,COD,25116.65
892,UPI,3394.94
893,UPI,6028.245000000001
894,Card,0.0
895,COD,4953.29
896,UPI,17185.16
897,COD,3649.015
898,Card,1571.14
899,UPI,6801.755
900,COD,18256.12
901,UPI,0.0
902,COD,0.0
903,COD,9588.82
904,UPI,18779.39
905,COD,0.0
906,UPI,8608.93
907,COD,19869.19
908,COD,3132.48
909,UPI,0.0
910,COD,9365.380000000001
911,Net Banking,0.0
912,UPI,15241.46
913,UPI,0.0
914,UPI,0.0
915,Card,8264.98
916,UPI,1420.185
917,COD,0.0
918,Net Banking,5876.225
919,COD,1856.48
920,COD,2293.36
921,UPI,1521.255
922,Net Banking,11489.445
923,COD,5721.23
924,COD,5083.389999999999
925,UPI,0.0
926,COD,0.0
927,Card,0.0
928,Net Banking,0.0
929,UPI,0.0
930,UPI,1958.55
931,UPI,10003.505
932,COD,0.0
933,COD,1971.14
934,UPI,0.0
935,Card,0.0
936,UPI,0.0
937,COD,906.31
938,Net Banking,5836.18
939,Net Banking,15374.220000000001
940,COD,0.0
941,Card,9711.9
942,UPI,0.0
943,Card,9220.735
944,Net Banking,1364.92
945,COD,14199.34
946,Card,3985.785
947,UPI,0.0
948,COD,1013.3800000000001
949,COD,24746.9
950,Card,0.0
951,UPI,0.0
952,COD,1828.615
953,UPI,30695.480000000003
954,UPI,23302.760000000002
955,COD,5807.16
956,Net Banking,4808.63
957,Net Banking,12574.635
958,COD,3036.585
959,COD,0.0
960,COD,0.0
961,UPI,0.0
962,COD,0.0
963,COD,0.0
964,UPI,22989.1
965,UPI,10662.365
966,Net Banking,0.0
967,COD,14792.41
968,UPI,0.0
969,Card,2128.39
970,Card,0.0
971,COD,11718.43
972,Net Banking,9511.91
973,UPI,0.0
974,COD,26276.59
975,UPI,1601.315
976,Net Banking,5439.3099999999995
977,UPI,7017.6
978,Net Banking,1029.04
979,Net Banking,13108.505
980,UPI,20898.57
981,Card,4891.3099999999995
982,UPI,761.11
983,UPI,986.44
984,COD,0.0
985,Net Banking,9276.91
986,UPI,9148.465
987,Card,20479.65
988,Net Banking,0.0
989,COD,0.0
990,COD,2320.0099999999998
991,UPI,0.0
992,Net Banking,0.0
993,UPI,19653.12
994,COD,1571.14
995,UPI,0.0
996,COD,19186.72
997,COD,6736.469999999999
998,COD,11543.605
999,UPI,28826.0
1000,Net Banking,10974.755
1001,COD,7175.505
1002,Card,1047.04
1003,COD,8568.895
1004,Net Banking,1380.98
1005,COD,0.0
1006,UPI,9303.87
1007,UPI,7009.254999999999
1008,Card,0.0
1009,Card,18896.239999999998
1010,Net Banking,0.0
1011,Net Banking,2348.92
1012,COD,10317.075
1013,UPI,3343.3900000000003
1014,COD,7532.485000000001
1015,COD,10849.395
1016,Net Banking,0.0
1017,COD,0.0
1018,COD,18813.53
1019,Net Banking,10872.08
1020,COD,5241.1849999999995
1021,UPI,1626.69
1022,UPI,0.0
1023,Card,18310.34
1024,UPI,7693.455
1025,COD,10901.135
1026,UPI,12244.95
1027,UPI,38221.39
1028,Card,9572.44
1029,Card,0.0
1030,Card,0.0
1031,COD,5205.155000000001
1032,Net Banking,0.0
1033,Net Banking,1292.99
1034,COD,16339.73
1035,COD,12786.225
1036,Net Banking,9702.215
1037,Net Banking,0.0
1038,UPI,3350.925
1039,UPI,7279.46
1040,COD,0.0
1041,Net Banking,0.0
1042,Net Banking,11296.86
1043,Card,10197.41
1044,COD,20491.489999999998
1045,Card,0.0
1046,UPI,8239.68
1047,Net Banking,5541.87
1048,Net Banking,15088.32
1049,UPI,15026.300000000001
1050,COD,0.0
1051,Card,16145.54
1052,Net Banking,0.0
1053,Net Banking,0.0
1054,Card,4642.35
1055,Card,5972.47
1056,Card,10706.349999999999
1057,UPI,32773.12
1058,COD,6001.31
1059,UPI,0.0
1060,UPI,8641.89
1061,Card,7378.865
1062,Card,17643.11
1063,UPI,0.0
1064,UPI,3958.815
1065,Net Banking,2228.32
1066,COD,21547.19
1067,Net Banking,9597.32
1068,COD,5796.2
1069,UPI,0.0
1070,Net Banking,0.0
1071,UPI,9083.565
1072,COD,12934.64
1073,COD,10955.330000000002
1074,Net Banking,26288.81
1075,UPI,0.0
1076,COD,3446.55
1077,Card,2570.64
1078,UPI,19701.510000000002
1079,COD,0.0
1080,COD,964.26
1081,COD,5413.62
1082,Net Banking,1318.505
1083,Card,6068.88
1084,UPI,0.0
1085,UPI,3161.86
1086,Card,3798.93
1087,Card,1974.29
1088,COD,0.0
1089,Net Banking,17444.95
1090,UPI,17251.88
1091,Card,1902.78
1092,Card,4732.075
1093,Card,13960.814999999999
1094,UPI,13171.98
1095,Net Banking,0.0
1096,Net Banking,0.0
1097,Net Banking,13717.465
1098,Net Banking,0.0
1099,COD,11432.19
1100,COD,2977.48
1101,UPI,3650.92
1102,UPI,4247.1449999999995
1103,COD,0.0
1104,Net Banking,7503.655
1105,Card,15639.13
1106,UPI,0.0
1107,UPI,13985.619999999999
1108,COD,12429.755
1109,Net Banking,6340.775
1110,COD,23211.09
1111,Card,0.0
1112,COD,13754.675
1113,COD,2170.26
1114,UPI,7255.585
1115,Net Banking,1788.255
1116,UPI,0.0
1117,UPI,0.0
1118,Card,0.0
1119,Net Banking,0.0
1120,Card,634.26
1121,Net Banking,0.0
1122,UPI,8100.17
1123,UPI,18891.76
1124,Card,0.0
1125,UPI,11075.54
1126,Card,0.0
1127,UPI,2049.525
1128,Card,2850.54
1129,COD,2138.56
1130,Card,0.0
1131,Card,730.5050000000001
1132,Net Banking,0.0
1133,UPI,0.0
1134,Card,11993.925
1135,UPI,3551.93
1136,Net Banking,17495.39
1137,Card,6668.535
1138,Net Banking,0.0
1139,COD,4466.22
1140,Net Banking,11748.52
1141,Net Banking,4913.889999999999
1142,COD,16905.83
1143,UPI,0.0
1144,Net Banking,0.0
1145,UPI,12953.46
1146,UPI,14255.8
1147,Card,12229.35
1148,UPI,0.0
1149,Card,12912.58
1150,Card,2871.085
1151,UPI,0.0
1152,UPI,4337.77
1153,Card,6979.709999999999
1154,Net Banking,11398.68
1155,Net Banking,1821.255
1156,UPI,4396.87
1157,COD,18456.46
1158,Net Banking,132.4
1159,COD,8331.79
1160,COD,0.0
1161,Card,6722.18
1162,Card,13784.34
1163,COD,0.0
1164,UPI,10871.26
1165,Card,19940.03
1166,COD,0.0
1167,UPI,5477.1849999999995
1168,Net Banking,0.0
1169,COD,0.0
1170,Net Banking,25738.22
1171,COD,0.0
1172,COD,2637.01
1173,COD,0.0
1174,Card,0.0
1175,UPI,3017.3
1176,COD,2103.52
1177,Card,18014.65
1178,UPI,0.0
1179,UPI,5617.42
1180,Net Banking,12010.53
1181,Net Banking,12039.01
1182,COD,10077.25
1183,Card,0.0
1184,COD,0.0
1185,COD,6590.94
1186,UPI,11122.105
1187,UPI,11902.43
1188,UPI,15763.125
1189,Net Banking,0.0
1190,UPI,2424.22
1191,Card,16162.47
1192,Card,5862.9349999999995
1193,Card,0.0
1194,Net Banking,0.0
1195,Net Banking,13722.26
1196,COD,33388.15
1197,COD,0.0
1198,Card,19822.16
1199,Net Banking,2254.72
1200,Net Banking,0.0
1201,Net Banking,25348.3
1202,Net Banking,0.0
1203,COD,11640.53
1204,UPI,9187.119999999999
1205,Card,1790.095
1206,UPI,5279.48
1207,COD,0.0
1208,COD,12646.380000000001
1209,Card,17441.14
1210,COD,11225.68
1211,Net Banking,11014.509999999998
1212,Net Banking,6396.38
1213,COD,0.0
1214,UPI,11243.05
1215,Card,8241.2
1216,Net Banking,0.0
1217,Card,0.0
1218,Net Banking,12272.475
1219,Card,1148.565
1220,UPI,12815.215
1221,Card,0.0
1222,COD,13324.375
1223,COD,1329.125
1224,UPI,0.0
1225,Net Banking,2307.405
1226,Card,1919.475
1227,Net Banking,9966.21
1228,Net Banking,0.0
1229,UPI,7024.055
1230,COD,8910.78
1231,Net Banking,12374.52
1232,Card,0.0
1233,Net Banking,0.0
1234,Card,13579.435
1235,Net Banking,23713.79
1236,COD,0.0
1237,Net Banking,1125.38
1238,COD,10403.150000000001
1239,COD,4911.545
1240,Card,3118.63
1241,COD,17874.45
1242,COD,12619.845000000001
1243,COD,6174.135
1244,Card,11431.92
1245,COD,18299.280000000002
1246,UPI,24291.72
1247,UPI,28253.460000000003
1248,UPI,17597.28
1249,COD,37983.200000000004
1250,Card,7321.2699999999995
1251,Net Banking,6573.3550000000005
1252,COD,12382.42
1253,Net Banking,0.0
1254,UPI,0.0
1255,UPI,0.0
